ticker,quarter,sector,industry,earnings_yield,return_on_capital,market_cap,pe_ratio,pb_ratio,debt_to_equity,current_ratio,net_margin,revenue_growth,fcf_yield,enterprise_value,return_3m,return_6m,volatility_60d,quarter_date,forward_return,forward_return_rank
A,2022-Q4,Healthcare,Diagnostics & Research,0.15625,0.74375,0.9125,0.93125,0.94375,0.6,0.61875,0.86875,0.3,0.25,0.89375,0.69375,0.81875,0.4,2022-12-31,0.0594713584352651,30.72289156626506
A,2023-Q4,Healthcare,Diagnostics & Research,0.15286624203821655,0.6687898089171974,0.8598726114649682,0.8726114649681529,0.8853503184713376,0.5987261146496815,0.7515923566878981,0.8598726114649682,0.267515923566879,0.2611464968152866,0.8471337579617835,0.8789808917197452,0.7643312101910829,0.5159235668789809,2023-12-31,-0.190490828760238,31.70731707317073
AA,2016-Q1,Basic Materials,Aluminum,0.11490125673249552,0.13824057450628366,0.6606822262118492,0.08258527827648116,0.1490125673249551,0.35368043087971274,0.18312387791741472,0.10233393177737882,0.5008976660682226,0.03411131059245961,0.6409335727109515,0.6409335727109515,0.9066427289048474,0.8635547576301615,2016-03-31,0.52773586504263,78.67383512544804
AA,2017-Q4,Basic Materials,Aluminum,0.9659863945578231,0.3945578231292517,0.5034013605442177,0.7210884353741497,0.12244897959183673,0.42857142857142855,0.23129251700680273,0.2108843537414966,0.891156462585034,0.9455782312925171,0.3401360544217687,0.02040816326530612,0.01020408163265306,0.9387755102040817,2017-12-31,-0.3447510122952387,1.935483870967742
AA,2018-Q1,Basic Materials,Aluminum,0.9798994974874372,0.5443886097152428,0.5745393634840871,0.7202680067001676,0.10887772194304858,0.39195979899497485,0.3500837520938023,0.16415410385259632,0.7236180904522613,0.17252931323283083,0.5477386934673367,0.11725293132328309,0.035175879396984924,0.7236180904522613,2018-03-31,-0.5006400562764852,1.3377926421404682
AA,2019-Q1,Basic Materials,Aluminum,0.029508196721311476,0.09836065573770492,0.3704918032786885,0.12786885245901639,0.09508196721311475,0.45081967213114754,0.3540983606557377,0.05573770491803279,0.03278688524590164,0.8262295081967214,0.380327868852459,0.10655737704918032,0.17049180327868851,0.7967213114754098,2019-03-31,-0.5305424596814158,5.901639344262295
AA,2020-Q1,Basic Materials,Aluminum,0.5236593059936908,0.28391167192429023,0.3990536277602524,0.12145110410094637,0.13722397476340695,0.6246056782334385,0.42113564668769715,0.2192429022082019,0.24290220820189273,0.1719242902208202,0.39747634069400634,0.6987381703470031,0.8359621451104101,0.8801261829652997,2020-03-31,2.414922390592689,95.90551181102364
AA,2021-Q1,Basic Materials,Aluminum,0.7702702702702703,0.47597597597597596,0.7072072072072072,0.7792792792792793,0.4744744744744745,0.42492492492492495,0.4369369369369369,0.23873873873873874,0.7237237237237237,0.4804804804804805,0.6726726726726727,0.9834834834834835,0.975975975975976,0.7942942942942943,2021-03-31,0.2752131945657622,89.52095808383234
AA,2022-Q1,Basic Materials,Aluminum,0.7197080291970803,0.27153284671532846,0.6102189781021898,0.040875912408759124,0.22043795620437956,0.4321167883211679,0.5401459854014599,0.10656934306569343,0.18394160583941604,0.5897810218978102,0.5562043795620438,0.3197080291970803,0.12554744525547445,0.8788321167883212,2022-03-31,-0.2845083296890526,5.247813411078718
AA,2023-Q1,Basic Materials,Aluminum,0.0226628895184136,0.056657223796033995,0.4235127478753541,0.09915014164305949,0.141643059490085,0.4773371104815864,0.40368271954674223,0.05807365439093484,0.09773371104815864,0.015580736543909348,0.40509915014164305,0.14305949008498584,0.1643059490084986,0.9560906515580736,2023-03-31,0.1940468508107608,64.26553672316385
AAL,2012-Q1,Industrials,Airlines,0.13024282560706402,0.12582781456953643,0.7019867549668874,0.7417218543046358,0.02869757174392936,0.026490066225165563,0.04415011037527594,0.5011037527593819,0.5011037527593819,0.0772626931567329,0.8366445916114791,0.3355408388520971,0.7284768211920529,0.8874172185430463,2012-03-31,0.2318082528103119,41.22807017543859
AAL,2013-Q1,Industrials,Airlines,0.2613168724279835,0.17695473251028807,0.8539094650205762,0.08024691358024691,0.018518518518518517,0.006172839506172839,0.10493827160493827,0.5010288065843621,0.5010288065843621,0.03909465020576132,0.9053497942386831,0.98559670781893,0.9958847736625515,0.8148148148148148,2013-03-31,1.6163214300060056,98.97330595482546
AAL,2014-Q1,Industrials,Airlines,0.6088709677419355,0.6068548387096774,0.9213709677419355,0.3024193548387097,0.9556451612903226,0.9737903225806451,0.08064516129032258,0.6491935483870968,0.501008064516129,0.0846774193548387,0.9334677419354839,0.5483870967741935,0.7721774193548387,0.8024193548387096,2014-03-31,-0.0662527157230214,26.961770623742453
AAL,2015-Q1,Industrials,Airlines,0.850828729281768,0.7569060773480663,0.9005524861878453,0.18968692449355432,0.7826887661141805,0.9392265193370166,0.05156537753222836,0.9465930018416207,0.2541436464088398,0.15101289134438306,0.9300184162062615,0.7200736648250461,0.7513812154696132,0.5119705340699816,2015-03-31,-0.319706922321231,16.176470588235293
AAL,2016-Q1,Industrials,Airlines,0.8653500897666068,0.644524236983842,0.881508078994614,0.24057450628366248,0.8545780969479354,0.9676840215439856,0.05385996409335727,0.6319569120287253,0.2244165170556553,0.18491921005385997,0.9210053859964094,0.26750448833034113,0.7684021543985637,0.5960502692998204,2016-03-31,0.8091266363969213,91.57706093189964
AAL,2017-Q1,Industrials,Airlines,0.7992957746478874,0.5246478873239436,0.8591549295774648,0.34330985915492956,0.8204225352112676,0.9753521126760564,0.035211267605633804,0.3485915492957746,0.3204225352112676,0.07570422535211267,0.9049295774647887,0.7764084507042254,0.7640845070422535,0.6302816901408451,2017-03-31,-0.2284783392869845,5.799648506151142
AAL,2018-Q1,Industrials,Airlines,0.609715242881072,0.2747068676716918,0.8023450586264657,0.3165829145728643,0.01340033500837521,0.005862646566164154,0.021775544388609715,0.24958123953098826,0.2629815745393635,0.10887772194304858,0.8827470686767169,0.12227805695142378,0.24455611390284757,0.8576214405360134,2018-03-31,-0.1314644930091738,26.58862876254181
AAL,2019-Q1,Industrials,Airlines,0.8032786885245902,0.37868852459016394,0.7442622950819672,0.2081967213114754,0.006557377049180328,0.006557377049180328,0.01639344262295082,0.2836065573770492,0.3819672131147541,0.07213114754098361,0.8557377049180328,0.34098360655737703,0.32131147540983607,0.7524590163934426,2019-03-31,-0.5872512312988326,4.2622950819672125
AAL,2020-Q1,Industrials,Airlines,0.031545741324921134,0.04258675078864353,0.668769716088328,0.2618296529968454,0.03627760252365931,0.01892744479495268,0.03627760252365931,0.055205047318611984,0.03627760252365931,0.006309148264984227,0.8280757097791798,0.9384858044164038,0.7902208201892744,0.8501577287066246,2020-03-31,0.5825826131135088,50.39370078740157
AAL,2021-Q1,Industrials,Airlines,0.057057057057057055,0.08858858858858859,0.6861861861861862,0.11411411411411411,0.05105105105105105,0.03153153153153153,0.11411411411411411,0.07207207207207207,0.9024024024024024,0.21021021021021022,0.8288288288288288,0.5675675675675675,0.25075075075075076,0.7867867867867868,2021-03-31,-0.381878568305023,17.065868263473057
AAL,2022-Q1,Industrials,Airlines,0.327007299270073,0.19562043795620437,0.6613138686131387,0.945985401459854,0.052554744525547446,0.02335766423357664,0.049635036496350364,0.12846715328467154,0.945985401459854,0.11532846715328467,0.8540145985401459,0.5883211678832116,0.5620437956204379,0.7416058394160584,2022-03-31,0.3507291436802241,68.22157434402332
AAL,2023-Q1,Industrials,Airlines,0.7492917847025495,0.3555240793201133,0.6345609065155807,0.28753541076487255,0.049575070821529746,0.021246458923512748,0.032577903682719546,0.16005665722379603,0.6444759206798867,0.3640226628895184,0.8385269121813032,0.7804532577903682,0.4348441926345609,0.8470254957507082,2023-03-31,-0.3562500182877882,5.508474576271186
AAL,2024-Q1,Industrials,Airlines,0.7565337001375516,0.3452544704264099,0.6368638239339752,0.2585969738651995,0.05089408528198074,0.01925722145804677,0.030261348005502064,0.17056396148555708,0.40027510316368636,0.4442916093535076,0.8074277854195323,0.7991746905089409,0.9422283356258597,0.8335625859697386,2024-03-31,-0.0097087076273577,48.9010989010989
AAON,2012-Q1,Industrials,Building Products & Equipment,0.9337748344370861,0.9050772626931567,0.04194260485651214,0.2141280353200883,0.25165562913907286,0.15011037527593818,0.6313465783664459,0.7417218543046358,0.5011037527593819,0.9271523178807947,0.05077262693156733,0.6644591611479028,0.847682119205298,0.2781456953642384,2012-03-31,0.7804906545138097,89.47368421052632
AAON,2013-Q1,Industrials,Building Products & Equipment,0.7921810699588477,0.9444444444444444,0.09465020576131687,0.34156378600823045,0.6111111111111112,0.14300411522633744,0.7654320987654321,0.8209876543209876,0.5720164609053497,0.8374485596707819,0.10905349794238683,0.1646090534979424,0.5411522633744856,0.8168724279835391,2013-03-31,0.5308974071583352,80.69815195071868
AAON,2014-Q1,Industrials,Building Products & Equipment,0.6270161290322581,0.9435483870967742,0.1814516129032258,0.6209677419354839,0.7701612903225806,0.13608870967741934,0.7661290322580645,0.8487903225806451,0.6854838709677419,0.532258064516129,0.16532258064516128,0.5504032258064516,0.717741935483871,0.530241935483871,2014-03-31,0.0109129036218809,35.2112676056338
AAON,2015-Q1,Industrials,Building Products & Equipment,0.7016574585635359,0.9502762430939227,0.19889502762430938,0.6316758747697975,0.7679558011049724,0.15469613259668508,0.7605893186003683,0.861878453038674,0.37937384898710863,0.4530386740331492,0.1694290976058932,0.7255985267034991,0.9152854511970534,0.5230202578268877,2015-03-31,0.1678687283285934,81.06617647058823
AAON,2016-Q1,Industrials,Building Products & Equipment,0.5870736086175943,0.9622980251346499,0.21005385996409337,0.6786355475763016,0.829443447037702,0.14272890484739678,0.8635547576301615,0.8904847396768402,0.6211849192100538,0.35368043087971274,0.17594254937163376,0.41651705565529623,0.7307001795332136,0.6283662477558348,2016-03-31,0.3812999046515756,64.15770609318996
AAON,2017-Q1,Industrials,Building Products & Equipment,0.5704225352112676,0.9348591549295775,0.18661971830985916,0.6443661971830986,0.7623239436619719,0.1382042253521127,0.8257042253521126,0.8151408450704225,0.34683098591549294,0.20774647887323944,0.15140845070422534,0.2887323943661972,0.4014084507042254,0.5580985915492958,2017-03-31,-0.078706125046082,16.695957820738137
AAON,2018-Q1,Industrials,Building Products & Equipment,0.30318257956448913,0.8626465661641541,0.20603015075376885,0.8358458961474037,0.8040201005025126,0.1423785594639866,0.7889447236180904,0.5008375209380235,0.5008375209380235,0.19932998324958123,0.16415410385259632,0.5795644891122278,0.7470686767169179,0.31155778894472363,2018-03-31,0.5208710366925382,93.47826086956522
AAON,2019-Q1,Industrials,Building Products & Equipment,0.3524590163934426,0.8868852459016393,0.23770491803278687,0.8016393442622951,0.8229508196721311,0.14590163934426228,0.8540983606557377,0.5008196721311475,0.5008196721311475,0.4098360655737705,0.20327868852459016,0.9295081967213115,0.8016393442622951,0.6065573770491803,2019-03-31,0.0767837496790945,67.04918032786885
AAON,2020-Q1,Industrials,Building Products & Equipment,0.583596214511041,0.9337539432176656,0.26498422712933756,0.7350157728706624,0.777602523659306,0.14195583596214512,0.8659305993690851,0.500788643533123,0.500788643533123,0.305993690851735,0.22870662460567823,0.43375394321766564,0.45741324921135645,0.167192429022082,2020-03-31,0.19480651060476,14.173228346456693
AAON,2021-Q1,Industrials,Building Products & Equipment,0.33933933933933935,0.5690690690690691,0.18768768768768768,0.7852852852852853,0.6546546546546547,0.1493993993993994,0.7507507507507507,0.5007507507507507,0.5007507507507507,0.12762762762762764,0.15465465465465467,0.05855855855855856,0.15915915915915915,0.2087087087087087,2021-03-31,-0.1704424507699251,43.26347305389221
AAON,2022-Q1,Industrials,Building Products & Equipment,0.4145985401459854,0.7357664233576642,0.25985401459854013,0.7386861313868613,0.727007299270073,0.14963503649635038,0.7167883211678832,0.5007299270072992,0.5007299270072992,0.16642335766423358,0.22189781021897811,0.7868613138686131,0.9708029197080292,0.6058394160583942,2022-03-31,0.8272727031095957,92.56559766763849
AAON,2023-Q1,Industrials,Building Products & Equipment,0.3045325779036827,0.9220963172804533,0.5424929178470255,0.8130311614730878,0.8937677053824362,0.14376770538243627,0.8413597733711048,0.5007082152974505,0.5007082152974505,0.2577903682719547,0.4603399433427762,0.8725212464589235,0.8484419263456091,0.5028328611898017,2023-03-31,0.3759697385744627,80.08474576271186
AAON,2024-Q1,Industrials,Building Products & Equipment,0.24484181568088034,0.8541953232462174,0.5777166437414031,0.8610729023383769,0.8844566712517193,0.15337001375515819,0.796423658872077,0.5006877579092159,0.5006877579092159,0.2558459422283356,0.5089408528198074,0.017881705639614855,0.34800550206327374,0.9601100412654745,2024-03-31,-0.1514403746795976,31.18131868131868
AAP,2012-Q1,Consumer Cyclical,Auto Parts,0.7019867549668874,0.9293598233995585,0.717439293598234,0.6181015452538632,0.8454746136865342,0.6203090507726269,0.19205298013245034,0.6048565121412803,0.5011037527593819,0.6423841059602649,0.6821192052980133,0.20088300220750552,0.2781456953642384,0.2582781456953642,2012-03-31,0.1936132546223644,34.21052631578947
AAP,2013-Q1,Consumer Cyclical,Auto Parts,0.5370370370370371,0.8641975308641975,0.7551440329218106,0.7037037037037037,0.8415637860082305,0.742798353909465,0.2674897119341564,0.3786008230452675,0.4156378600823045,0.4609053497942387,0.7283950617283951,0.9032921810699589,0.9547325102880658,0.7407407407407407,2013-03-31,0.6659537315381917,88.09034907597535
AAP,2014-Q1,Consumer Cyclical,Auto Parts,0.5080645161290323,0.7963709677419355,0.7741935483870968,0.6754032258064516,0.7903225806451613,0.7076612903225806,0.20766129032258066,0.3326612903225806,0.9294354838709677,0.4737903225806452,0.7762096774193549,0.2762096774193548,0.4495967741935484,0.3407258064516129,2014-03-31,0.1798397792175925,62.776659959758554
AAP,2015-Q1,Consumer Cyclical,Auto Parts,0.5193370165745856,0.7937384898710865,0.8047882136279927,0.7495395948434622,0.7697974217311234,0.5303867403314917,0.23204419889502761,0.35543278084714547,0.3333333333333333,0.4125230202578269,0.7771639042357275,0.6132596685082873,0.3867403314917127,0.3388581952117864,2015-03-31,-0.0107751994633138,59.375
AAP,2016-Q1,Consumer Cyclical,Auto Parts,0.5960502692998204,0.7504488330341114,0.7684021543985637,0.6912028725314183,0.6355475763016158,0.41831238779174146,0.3267504488330341,0.3644524236983842,0.22980251346499103,0.23159784560143626,0.7342908438061041,0.09694793536804308,0.22800718132854578,0.10053859964093358,2016-03-31,-0.2780575095323281,2.3297491039426523
AAP,2017-Q1,Consumer Cyclical,Auto Parts,0.7147887323943662,0.545774647887324,0.6302816901408451,0.3996478873239437,0.3221830985915493,0.375,0.38028169014084506,0.375,0.11795774647887323,0.7077464788732394,0.602112676056338,0.9419014084507042,0.6813380281690141,0.8362676056338029,2017-03-31,0.1718921071115552,48.68189806678383
AAP,2018-Q1,Consumer Cyclical,Auto Parts,0.4288107202680067,0.5142378559463987,0.7453936348408711,0.7654941373534339,0.5527638190954773,0.37353433835845895,0.41708542713567837,0.3132328308207705,0.19095477386934673,0.6582914572864321,0.7152428810720268,0.1407035175879397,0.5460636515912898,0.2529313232830821,2018-03-31,0.137586135535717,62.207357859531776
AAP,2019-Q1,Consumer Cyclical,Auto Parts,0.7377049180327869,0.5360655737704918,0.6655737704918033,0.44098360655737706,0.4163934426229508,0.35081967213114756,0.30327868852459017,0.3442622950819672,0.3163934426229508,0.7557377049180328,0.6147540983606558,0.2540983606557377,0.42950819672131146,0.46885245901639344,2019-03-31,-0.0689960375996555,49.34426229508197
AAP,2020-Q1,Consumer Cyclical,Auto Parts,0.8438485804416404,0.6403785488958991,0.6356466876971609,0.5536277602523659,0.3990536277602524,0.35962145110410093,0.2618296529968454,0.42902208201892744,0.6640378548895899,0.7365930599369085,0.6088328075709779,0.3107255520504732,0.16561514195583596,0.3911671924290221,2020-03-31,0.4521023484677963,36.69291338582677
AAP,2021-Q1,Consumer Cyclical,Auto Parts,0.6381381381381381,0.5525525525525525,0.6966966966966966,0.5825825825825826,0.6231231231231231,0.3993993993993994,0.24174174174174173,0.3213213213213213,0.21921921921921922,0.7282282282282282,0.6591591591591591,0.3813813813813814,0.5615615615615616,0.25825825825825827,2021-03-31,-0.1173753763123505,52.09580838323353
AAP,2022-Q1,Consumer Cyclical,Auto Parts,0.7226277372262774,0.46715328467153283,0.5970802919708029,0.4145985401459854,0.4905109489051095,0.491970802919708,0.2145985401459854,0.29781021897810217,0.1591240875912409,0.5313868613138686,0.5605839416058395,0.1386861313868613,0.09197080291970802,0.18394160583941604,2022-03-31,-0.6014299177576937,0.2915451895043732
AAP,2023-Q1,Consumer Cyclical,Auto Parts,0.19971671388101983,0.1388101983002833,0.37677053824362605,0.9702549575070821,0.26062322946175637,0.6529745042492918,0.26487252124645894,0.13172804532577903,0.34419263456090654,0.14589235127478753,0.3937677053824363,0.8895184135977338,0.9093484419263456,0.5779036827195467,2023-03-31,-0.0570817609973736,32.7683615819209
AAP,2024-Q1,Consumer Cyclical,Auto Parts,0.015130674002751032,0.04676753782668501,0.23658872077028886,0.07840440165061899,0.16368638239339753,0.7042640990371389,0.35488308115543327,0.08390646492434663,0.04264099037138927,0.04676753782668501,0.19257221458046767,0.2902338376891334,0.15268225584594222,0.8927097661623109,2024-03-31,-0.2480227629770499,19.505494505494507
AAPL,2012-Q4,Technology,Consumer Electronics,0.996,0.984,0.912,0.152,0.04,0.152,0.296,0.968,0.504,0.996,0.736,0.456,0.36,0.44,2012-12-31,0.2830430995838272,50.35971223021583
AAPL,2013-Q4,Technology,Consumer Electronics,0.9962121212121212,0.9545454545454546,0.8560606060606061,0.09090909090909091,0.03787878787878788,0.38636363636363635,0.3484848484848485,0.9696969696969697,0.9848484848484849,0.9962121212121212,0.8560606060606061,0.7424242424242424,0.696969696969697,0.6136363636363636,2013-12-31,0.6535699910527797,92.7007299270073
AAPL,2014-Q4,Technology,Consumer Electronics,0.9772727272727273,0.9318181818181818,0.9962121212121212,0.09090909090909091,0.1893939393939394,0.4318181818181818,0.10606060606060606,0.9545454545454546,0.5984848484848485,0.9962121212121212,0.9962121212121212,0.5303030303030303,0.9545454545454546,0.23484848484848486,2014-12-31,-0.1031827645276239,34.074074074074076
AAPL,2015-Q4,Technology,Consumer Electronics,0.9696969696969697,0.9696969696969697,0.9962121212121212,0.10606060606060606,0.16666666666666666,0.5151515151515151,0.14393939393939395,0.9848484848484849,0.8939393939393939,0.9696969696969697,0.9848484848484849,0.17424242424242425,0.4772727272727273,0.5757575757575758,2015-12-31,0.3414814243142425,67.15328467153284
AAPL,2016-Q4,Technology,Consumer Electronics,0.9708029197080292,0.9051094890510949,0.9963503649635036,0.10948905109489052,0.15328467153284672,0.5912408759124088,0.25547445255474455,0.9416058394160584,0.145985401459854,0.9635036496350365,0.9854014598540146,0.9197080291970803,0.5328467153284672,0.12408759124087591,2016-12-31,0.1863717602234073,62.4113475177305
AAPL,2017-Q4,Technology,Consumer Electronics,0.9591836734693877,0.8503401360544217,0.9965986394557823,0.10204081632653061,0.17006802721088435,0.6938775510204082,0.22448979591836735,0.9387755102040817,0.43537414965986393,0.9591836734693877,0.9965986394557823,0.6666666666666666,0.6190476190476191,0.2585034013605442,2017-12-31,0.1571823518287715,61.935483870967744
AAPL,2018-Q4,Technology,Consumer Electronics,0.9310344827586207,0.9172413793103448,0.996551724137931,0.1103448275862069,0.7103448275862069,0.7793103448275862,0.19310344827586207,0.9241379310344827,0.7034482758620689,0.9517241379310345,0.996551724137931,0.6551724137931034,0.8,0.2620689655172414,2018-12-31,0.3498496418937928,96.71052631578948
AAPL,2019-Q4,Technology,Consumer Electronics,0.9802631578947368,0.9671052631578947,0.9967105263157895,0.1118421052631579,0.743421052631579,0.7960526315789473,0.3881578947368421,0.9473684210526315,0.19736842105263158,0.9671052631578947,0.9967105263157895,0.75,0.8486842105263158,0.48026315789473684,2019-12-31,0.8967764664217163,53.75
AAPL,2020-Q4,Technology,Consumer Electronics,0.23841059602649006,0.9966887417218543,0.9966887417218543,0.9072847682119205,0.9966887417218543,0.8675496688741722,0.24503311258278146,0.9205298013245033,0.7152317880794702,0.18543046357615894,0.9966887417218543,0.6688741721854304,0.8741721854304636,0.6556291390728477,2020-12-31,0.4379679292871157,92.45283018867924
AAPL,2021-Q4,Technology,Consumer Electronics,0.26380368098159507,0.9877300613496932,0.9969325153374233,0.7914110429447853,0.9877300613496932,0.901840490797546,0.12269938650306748,0.9263803680981595,0.7791411042944786,0.32515337423312884,0.9969325153374233,0.4785276073619632,0.6748466257668712,0.03067484662576687,2021-12-31,-0.0498888235813523,45.34883720930232
AAPL,2022-Q4,Technology,Consumer Electronics,0.29375,0.996875,0.996875,0.775,0.996875,0.91875,0.1125,0.94375,0.275,0.80625,0.996875,0.3,0.275,0.275,2022-12-31,0.0454536707182432,29.518072289156628
AAPL,2023-Q4,Technology,Consumer Electronics,0.19745222929936307,0.9968152866242038,0.9968152866242038,0.8471337579617835,0.9872611464968153,0.9044585987261147,0.1464968152866242,0.9171974522292994,0.21019108280254778,0.24203821656050956,0.9968152866242038,0.12738853503184713,0.39490445859872614,0.09554140127388536,2023-12-31,0.301486276213753,87.8048780487805
ABBV,2013-Q1,Healthcare,Drug Manufacturers - General,0.7160493827160493,0.8909465020576132,0.948559670781893,0.5010288065843621,0.9444444444444444,0.9650205761316872,0.6728395061728395,0.5010288065843621,0.5010288065843621,0.8580246913580247,0.9465020576131687,0.5205761316872428,0.4506172839506173,0.3271604938271605,2013-03-31,0.4137770767160771,68.58316221765914
ABBV,2014-Q1,Healthcare,Drug Manufacturers - General,0.3407258064516129,0.8225806451612904,0.9616935483870968,0.501008064516129,0.9798387096774194,0.9657258064516129,0.2560483870967742,0.501008064516129,0.41330645161290325,0.5201612903225806,0.9516129032258065,0.17540322580645162,0.46774193548387094,0.6028225806451613,2014-03-31,0.2274335059693624,71.0261569416499
ABBV,2015-Q1,Healthcare,Drug Manufacturers - General,0.6408839779005525,0.7587476979742173,0.9650092081031307,0.5009208103130756,0.9668508287292817,0.9797421731123389,0.3370165745856354,0.5009208103130756,0.8342541436464088,0.7569060773480663,0.9723756906077348,0.27255985267034993,0.24861878453038674,0.5377532228360957,2015-03-31,-0.0737448785154899,48.89705882352941
ABBV,2016-Q1,Healthcare,Drug Manufacturers - General,0.7953321364452424,0.7414721723518851,0.9640933572710951,0.3105924596050269,0.9551166965888689,0.9730700179533214,0.43447037701974867,0.9640933572710951,0.7522441651705566,0.7414721723518851,0.9748653500897666,0.20646319569120286,0.12028725314183124,0.23518850987432674,2016-03-31,0.2178691595004166,43.36917562724014
ABBV,2017-Q1,Healthcare,Drug Manufacturers - General,0.5633802816901409,0.7940140845070423,0.9859154929577465,0.698943661971831,0.9788732394366197,0.977112676056338,0.2306338028169014,0.903169014084507,0.6091549295774648,0.7816901408450704,0.9823943661971831,0.8538732394366197,0.9700704225352113,0.778169014084507,2017-03-31,0.3216368464153659,68.54130052724078
ABBV,2018-Q1,Healthcare,Drug Manufacturers - General,0.4338358458961474,0.6834170854271356,0.9681742043551089,0.45226130653266333,0.035175879396984924,0.02847571189279732,0.1390284757118928,0.8793969849246231,0.7487437185929648,0.914572864321608,0.966499162479062,0.1624790619765494,0.22948073701842547,0.4539363484087102,2018-03-31,-0.1780275533686745,20.735785953177256
ABBV,2019-Q1,Healthcare,Drug Manufacturers - General,0.8475409836065574,0.8295081967213115,0.9557377049180328,0.31475409836065577,0.03442622950819672,0.021311475409836064,0.839344262295082,0.9295081967213115,0.3295081967213115,0.8819672131147541,0.9606557377049181,0.8786885245901639,0.9590163934426229,0.22950819672131148,2019-03-31,0.4051424975188528,87.8688524590164
ABBV,2020-Q1,Healthcare,Drug Manufacturers - General,0.6861198738170347,0.5946372239747634,0.9747634069400631,0.7334384858044164,0.8690851735015773,0.9700315457413249,0.07886435331230283,0.7602523659305994,0.943217665615142,0.7476340694006309,0.9858044164037855,0.38170347003154576,0.31230283911671924,0.07255520504731862,2020-03-31,0.2233869956597576,16.22047244094488
ABBV,2021-Q1,Healthcare,Drug Manufacturers - General,0.6276276276276276,0.6981981981981982,0.9834834834834835,0.45345345345345345,0.924924924924925,0.9594594594594594,0.07357357357357357,0.8933933933933934,0.6126126126126126,0.8003003003003003,0.9954954954954955,0.9264264264264265,0.8723723723723724,0.006006006006006006,2021-03-31,0.4313399036422246,94.76047904191616
